Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2023-01-22 22:44:39,2023-01-24 00:29:00,UTC-06:00,Share your bed?,false,
2023-01-22 22:44:39,2023-01-24 00:29:00,UTC-06:00,Sick / Not Sick,false,
2023-01-22 22:44:39,2023-01-24 00:29:00,UTC-06:00,Sleep in the same bed as usual?,true,
2023-01-22 22:44:39,2023-01-24 00:29:00,UTC-06:00,Snack in between meals?,false,
2023-01-22 22:44:39,2023-01-24 00:29:00,UTC-06:00,Experience any stress?,false,
2023-01-22 22:44:39,2023-01-24 00:29:00,UTC-06:00,Work late?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Consume added sugar?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Travel on a plane?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Have any alcoholic drinks?,true,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Dim lights after sunset?,true,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Have any caffeine? ,true,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Experiencing COVID-19 symptoms?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Consume dairy?,true,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,View a screened device while in bed?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Fever / No Fever,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Consume fruits and/or vegetables?,true,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Follow a gluten-free diet?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Hydrate sufficiently?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Injured / Not Injured,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Follow an intermittent fasting diet?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Eat any food close to bedtime?,true,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Consume meat?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,See direct sunlight upon waking up?,true,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Read (non-screened device) while in bed?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Use a sauna?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Share your bed?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Sick / Not Sick,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Sleep in the same bed as usual?,true,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Snack in between meals?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Experience any stress?,false,
2023-01-20 23:21:59,2023-01-22 01:21:42,UTC-06:00,Work late?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Consume added sugar?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Travel on a plane?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Have any alcoholic drinks?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Dim lights after sunset?,true,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Have any caffeine? ,true,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Experiencing COVID-19 symptoms?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Consume dairy?,true,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,View a screened device while in bed?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Fever / No Fever,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Consume fruits and/or vegetables?,true,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Follow a gluten-free diet?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Hydrate sufficiently?,true,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Injured / Not Injured,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Follow an intermittent fasting diet?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Eat any food close to bedtime?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Consume meat?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,See direct sunlight upon waking up?,true,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Read (non-screened device) while in bed?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Use a sauna?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Share your bed?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Sick / Not Sick,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Sleep in the same bed as usual?,true,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Snack in between meals?,true,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Experience any stress?,false,
2023-01-19 23:29:08,2023-01-20 23:21:59,UTC-06:00,Work late?,true,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Consume added sugar?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Travel on a plane?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Have any alcoholic drinks?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Dim lights after sunset?,true,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Have any caffeine? ,true,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Experiencing COVID-19 symptoms?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Consume dairy?,true,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,View a screened device while in bed?,true,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Fever / No Fever,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Consume fruits and/or vegetables?,true,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Follow a gluten-free diet?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Hydrate sufficiently?,true,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Injured / Not Injured,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Follow an intermittent fasting diet?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Eat any food close to bedtime?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Consume meat?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,See direct sunlight upon waking up?,true,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Read (non-screened device) while in bed?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Use a sauna?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Share your bed?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Sick / Not Sick,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Sleep in the same bed as usual?,true,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Snack in between meals?,true,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Experience any stress?,false,
2023-01-19 00:27:15,2023-01-19 23:29:08,UTC-06:00,Work late?,true,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Consume added sugar?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Travel on a plane?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Have any alcoholic drinks?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Dim lights after sunset?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Have any caffeine? ,true,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Experiencing COVID-19 symptoms?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Consume dairy?,true,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,View a screened device while in bed?,true,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Fever / No Fever,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Consume fruits and/or vegetables?,true,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Follow a gluten-free diet?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Hydrate sufficiently?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Injured / Not Injured,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Follow an intermittent fasting diet?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Eat any food close to bedtime?,true,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Consume meat?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,See direct sunlight upon waking up?,true,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Read (non-screened device) while in bed?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Use a sauna?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Share your bed?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Sick / Not Sick,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Sleep in the same bed as usual?,true,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Snack in between meals?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Experience any stress?,false,
2023-01-18 00:42:35,2023-01-19 00:27:15,UTC-06:00,Work late?,true,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Consume added sugar?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Travel on a plane?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Have any alcoholic drinks?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Dim lights after sunset?,true,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Have any caffeine? ,true,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Experiencing COVID-19 symptoms?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Consume dairy?,true,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,View a screened device while in bed?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Fever / No Fever,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Consume fruits and/or vegetables?,true,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Follow a gluten-free diet?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Hydrate sufficiently?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Injured / Not Injured,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Follow an intermittent fasting diet?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Eat any food close to bedtime?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Consume meat?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,See direct sunlight upon waking up?,true,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Read (non-screened device) while in bed?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Use a sauna?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Share your bed?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Sick / Not Sick,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Sleep in the same bed as usual?,true,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Snack in between meals?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Experience any stress?,false,
2023-01-17 00:13:40,2023-01-18 00:42:35,UTC-06:00,Work late?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Consume added sugar?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Travel on a plane?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Have any alcoholic drinks?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Dim lights after sunset?,true,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Have any caffeine? ,true,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Experiencing COVID-19 symptoms?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Consume dairy?,true,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,View a screened device while in bed?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Fever / No Fever,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Consume fruits and/or vegetables?,true,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Follow a gluten-free diet?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Hydrate sufficiently?,true,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Injured / Not Injured,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Follow an intermittent fasting diet?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Eat any food close to bedtime?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Consume meat?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,See direct sunlight upon waking up?,true,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Read (non-screened device) while in bed?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Use a sauna?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Share your bed?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Sick / Not Sick,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Sleep in the same bed as usual?,true,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Snack in between meals?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Experience any stress?,false,
2023-01-16 01:09:51,2023-01-17 00:13:40,UTC-06:00,Work late?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Consume added sugar?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Travel on a plane?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Have any alcoholic drinks?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Dim lights after sunset?,true,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Have any caffeine? ,true,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Experiencing COVID-19 symptoms?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Consume dairy?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,View a screened device while in bed?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Fever / No Fever,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Consume fruits and/or vegetables?,true,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Follow a gluten-free diet?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Hydrate sufficiently?,true,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Injured / Not Injured,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Follow an intermittent fasting diet?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Eat any food close to bedtime?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Consume meat?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,See direct sunlight upon waking up?,true,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Read (non-screened device) while in bed?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Use a sauna?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Share your bed?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Sick / Not Sick,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Sleep in the same bed as usual?,true,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Snack in between meals?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Experience any stress?,false,
2023-01-09 00:09:26,2023-01-10 00:12:51,UTC-06:00,Work late?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Consume added sugar?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Travel on a plane?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Have any alcoholic drinks?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Dim lights after sunset?,true,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Have any caffeine? ,true,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Experiencing COVID-19 symptoms?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Consume dairy?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,View a screened device while in bed?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Fever / No Fever,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Consume fruits and/or vegetables?,true,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Follow a gluten-free diet?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Hydrate sufficiently?,true,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Injured / Not Injured,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Follow an intermittent fasting diet?,true,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Eat any food close to bedtime?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Consume meat?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,See direct sunlight upon waking up?,true,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Read (non-screened device) while in bed?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Use a sauna?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Share your bed?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Sick / Not Sick,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Sleep in the same bed as usual?,true,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Snack in between meals?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Experience any stress?,false,
2023-01-02 00:44:43,2023-01-03 00:29:22,UTC-06:00,Work late?,false,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Consume added sugar?,false,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Travel on a plane?,false,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Have any alcoholic drinks?,true,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Dim lights after sunset?,true,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Have any caffeine? ,true,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Experiencing COVID-19 symptoms?,false,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Consume dairy?,true,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,View a screened device while in bed?,false,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Fever / No Fever,false,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Consume fruits and/or vegetables?,true,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Follow a gluten-free diet?,false,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Hydrate sufficiently?,true,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Injured / Not Injured,false,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Follow an intermittent fasting diet?,false,
2022-12-19 00:05:49,2022-12-20 00:59:42,UTC-06:00,Eat any food close to bedtime?,true,
